"Train_No","Train_Name","Source_Station_Name","Destination_Station_Name","days"
"12940","JP PUNE SF E","JAIPUR JN.","PUNE JN.","Thursday"
"12941","BVC ASANSOL","BHAVNAGAR TERMINUS","ASANSOL MAIN","Friday"
"12942","PARASNATH EX","ASANSOL MAIN","BHAVNAGAR TERMINUS","Friday"
"12943","UDYOGKARMI E","VALSAD","KANPUR CENTRAL JN.","Sunday"
"12944","UDHYOGKARMI","KANPUR CENTRAL JN.","VALSAD","Friday"
"12946","SURAT EXPRES","MAHUVA","SURAT","Friday"
"12947","AZIMABAD EXP","AHMEDABAD","PATNA JN.","Friday"
"12948","AZIMABAD EXP","PATNA JN.","AHMEDABAD","Saturday"
"12949","KAVIGURU EXP","PORBANDAR","SANTRAGACHI JN.","Thursday"
"12950","PBR KAVIGURU","SANTRAGACHI JN.","PORBANDAR","Monday"
"12951","MUMBAI RAJDH","MUMBAI CENTRAL","NEW DELHI","Monday"
"12952","MUMBAI RAJDH","NEW DELHI","MUMBAI CENTRAL","Sunday"
"12953","AUG KR RAJ E","MUMBAI CENTRAL","HAZRAT NIZAMUDDIN JN","Monday"
"12954","AG KRANTI RJ","HAZRAT NIZAMUDDIN JN","MUMBAI CENTRAL","Friday"
"12955","BCT JP SF EX","MUMBAI CENTRAL","JAIPUR JN.","Monday"
"12956","JP BCT SUPFA","JAIPUR JN.","MUMBAI CENTRAL","Friday"
"12957","SWARNA J RAJ","AHMEDABAD","NEW DELHI","Friday"
"12958","ADI SJ RAJDH","NEW DELHI","AHMEDABAD","Thursday"
"12959","DADAR BHUJ E","DADAR","NEW BHUJ","Sunday"
"12960","BHUJ DADAR E","NEW BHUJ","DADAR","Saturday"
"12961","AVANTIKA EXP","MUMBAI CENTRAL","INDORE BG","Thursday"
"12962","INDB - BCT A","INDORE BG","MUMBAI CENTRAL","Thursday"
"12963","MEWAR EXPRES","HAZRAT NIZAMUDDIN JN","UDAIPUR CITY","Friday"
"12964","MEWAR EXPRES","UDAIPUR CITY","HAZRAT NIZAMUDDIN JN","Friday"
"12967","JAIPUR EXP","CHENNAI CENTRAL","JAIPUR JN.","Monday"
"12968","JP CHENNAI E","JAIPUR JN.","CHENNAI CENTRAL","Friday"
"12969","CBE JAIPUR E","COIMBATORE  JN.","JAIPUR JN.","Tuesday"
"12970","JP CBE SF EX","JAIPUR JN.","COIMBATORE  JN.","Thursday"
"12971","BHAVNAGAR EX","BANDRA TERMINUS","BHAVNAGAR TERMINUS","Tuesday"
"12972","BVC BDTS EXP","BHAVNAGAR TERMINUS","BANDRA TERMINUS","Friday"
"12973","INDB JP SF E","INDORE BG","JAIPUR JN.","Wednesday"
"12974","JP INDB SF E","JAIPUR JN.","INDORE BG","Sunday"
"12975","MYS JP SF EX","MYSORE JN.","JAIPUR JN.","Thursday"
"12976","JP MYS SF EX","JAIPUR JN.","MYSORE JN.","Monday"
"12977","MARU SAGAR E","ERNAKULAM. JN","AJMER JN.","Saturday"
"12978","MARU SAGAR E","AJMER JN.","ERNAKULAM. JN","Monday"
"12979","BDTS JP SF E","BANDRA TERMINUS","JAIPUR JN.","Sunday"
"12980","JP BDTS  SF","JAIPUR JN.","BANDRA TERMINUS","Thursday"
"12981","CHETAK EXP","DELHI-SARAI ROHILLA","UDAIPUR CITY","Sunday"
"12982","CHETAK EXP","UDAIPUR CITY","DELHI-SARAI ROHILLA","Wednesday"
"12983","AII CDG G RA","AJMER JN.","CHANDIGARH","Friday"
"12984","CDG AII G RA","CHANDIGARH","AJMER JN.","Saturday"
"12985","DEE DOUBLE D","JAIPUR JN.","DELHI-SARAI ROHILLA","Wednesday"
"12986","JP DOUBLE DC","DELHI-SARAI ROHILLA","JAIPUR JN.","Monday"
"12987","SDAH AII  SF","SEALDAH","AJMER JN.","Tuesday"
"12988","AII SDAH SF","AJMER JN.","SEALDAH","Wednesday"
"12989","DDR AII SF E","DADAR","AJMER JN.","Monday"
"12990","AII DDR SF E","AJMER JN.","DADAR","Thursday"
"12991","UDZ JP SF EX","UDAIPUR CITY","JAIPUR JN.","Monday"
"12992","JP UDZ SF EX","JAIPUR JN.","UDAIPUR CITY","Monday"
"12993","GIMB PURI EX","GANDHIDHAM JN.","PURI","Sunday"
"12994","PURI GIMB  E","PURI","GANDHIDHAM JN.","Monday"
"12995","BDTS AII UDZ","BANDRA TERMINUS","UDAIPUR CITY","Sunday"
"12996","UDZ BDTS SF","UDAIPUR CITY","BANDRA TERMINUS","Friday"
"13005","AMRITSAR MAI","HOWRAH JN.","AMRITSAR JN.","Friday"
"13006","ASR HWH MAIL","AMRITSAR JN.","HOWRAH JN.","Monday"
"13007","U ABHATOOFAN","HOWRAH JN.","SHRI GANGANAGAR","Saturday"
"13008","U A TOOFAN E","SHRI GANGANAGAR","HOWRAH JN.","Wednesday"
"13009","DOON EXPRESS","HOWRAH JN.","DEHRA DUN","Saturday"
"13010","DOON EXPRESS","DEHRA DUN","HOWRAH JN.","Tuesday"
"13011","HWH MLDT INT","HOWRAH JN.","MALDA TOWN","Tuesday"
"13012","MLDT  HWH IN","MALDA TOWN","HOWRAH JN.","Saturday"
"13013","BWN-RPH TRI-","BARDDHAMAN JN.","RAMPUR HAT","Saturday"
"13014","RPH-BWN TRI","RAMPUR HAT","BARDDHAMAN JN.","Tuesday"
"13015","HWH-BHP KAVI","HOWRAH JN.","BOLPUR","Monday"
"13016","BHP-HWH KAVI","BOLPUR","HOWRAH JN.","Sunday"
"13017","GANADEVTA EX","HOWRAH JN.","AZIMGANJ JN.","Friday"
"13018","GANADEVTA EX","AZIMGANJ JN.","HOWRAH JN.","Sunday"
"13019","BAGH EXPRESS","HOWRAH JN.","KATHGODAM","Tuesday"
"13020","BAGH EXPRESS","KATHGODAM","HOWRAH JN.","Saturday"
"13021","MITHILA EXPR","HOWRAH JN.","RAXAUL JN.","Tuesday"
"13022","MITHILA EXPR","RAXAUL JN.","HOWRAH JN.","Tuesday"
"13023","HOWRAH GAYA","HOWRAH JN.","GAYA JN.","Sunday"
"13024","GAYA HOWRAH","GAYA JN.","HOWRAH JN.","Thursday"
"13027","KAVI GURU EX","HOWRAH JN.","AZIMGANJ JN.","Tuesday"
"13028","KAVI GURU EX","AZIMGANJ JN.","HOWRAH JN.","Monday"
"13033","HWH-KIR EXP","HOWRAH JN.","KATIHAR JN.","Sunday"
"13034","KIR-HWH EXP","KATIHAR JN.","HOWRAH JN.","Monday"
"13043","HWH RXL EXPR","HOWRAH JN.","RAXAUL JN.","Tuesday"
"13044","RXL HWH EXPR","RAXAUL JN.","HOWRAH JN.","Tuesday"
"13049","AMRITSAR EXP","HOWRAH JN.","AMRITSAR JN.","Tuesday"
"13050","ASR HWH EXPR","AMRITSAR JN.","HOWRAH JN.","Monday"
"13053","HWH SURI EXP","HOWRAH JN.","SIURI","Friday"
"13054","SURI HWH EXP","SIURI","HOWRAH JN.","Tuesday"
"13063","HWH BLGT EXP","HOWRAH JN.","BALURGHAT","Saturday"
"13064","BLGT HWH EXP","BALURGHAT","HOWRAH JN.","Tuesday"
"13071","HWH JMP EXPR","HOWRAH JN.","JAMALPUR JN.","Monday"
"13072","JMP HWH EXP","JAMALPUR JN.","HOWRAH JN.","Friday"
"13103","BHAGIRATHI E","SEALDAH","LALGOLA","Tuesday"
"13104","BHAGIRATHI E","LALGOLA","SEALDAH","Saturday"
"13105","SDAH BUI EXP","SEALDAH","BALLIA","Friday"
"13106","BUI SDAH EXP","BALLIA","SEALDAH","Thursday"
"13109","KOL-DHAKA MA","KOLKATA","GEDE","Sunday"
"13110","DHAKA-KOLKAT","GEDE","KOLKATA","Monday"
"13113","HAZARDUARI E","KOLKATA","LALGOLA","Wednesday"
"13114","HAZARDUARI E","LALGOLA","KOLKATA","Tuesday"
"13117","KOAA LGL EXP","KOLKATA","LALGOLA","Friday"
"13118","LGL KOAA EXP","LALGOLA","KOLKATA","Tuesday"
"13119","SDAH DLI  EX","SEALDAH","ANAND VIHAR TERMINAL","Friday"
"13120","DLI SDAH EXP","ANAND VIHAR TERMINAL","SEALDAH","Monday"
"13121","KOAA GCT EXP","KOLKATA","GHAZIPUR CITY","Thursday"
"13122","GCT KOAA EXP","GHAZIPUR CITY","KOLKATA","Wednesday"
"13129","KOAA KHULNA","KOLKATA","PETRAPOLE","Thursday"
"13130","KHULNA KOLKA","PETRAPOLE","KOLKATA","Monday"
"13131","KOAA PNBE  E","KOLKATA","PATNA JN.","Friday"
"13132","PNBE - KOAA","PATNA JN.","KOLKATA","Friday"
"13133","SDAH  BSB EX","SEALDAH","VARANASI JN.","Sunday"
"13134","BSB SDAH EXP","VARANASI JN.","SEALDAH","Friday"
"13135","KOAA JYG EXP","KOLKATA","JAYNAGAR","Sunday"
"13136","JYG KOAA  EX","JAYNAGAR","KOLKATA","Sunday"
"13137","KOAA-AMH WKL","KOLKATA","AZAMGARH","Tuesday"
"13138","AMH-BP WEEKL","AZAMGARH","KOLKATA","Sunday"
"13141","TEESTA TORSH","SEALDAH","NEW ALIPURDUAR","Friday"
"13142","TEESTA TORSH","NEW ALIPURDUAR","SEALDAH","Monday"
"13145","KOLKATA RADH","KOLKATA","RADHIKAPUR","Sunday"
"13146","KOLKATTA RAD","RADHIKAPUR","KOLKATA","Sunday"
"13147","UTTAR BANGA","SEALDAH","NEW COOCH BEHAR","Friday"
"13148","UTTAR BANGA","NEW COOCH BEHAR","SEALDAH","Tuesday"
"13149","KANCHAN KANY","SEALDAH","ALIPUR DUAR JN.","Wednesday"
"13150","KANCHAN KANY","ALIPUR DUAR JN.","SEALDAH","Saturday"
"13151","JAMMU TAWI E","KOLKATA","JAMMU TAWI","Thursday"
"13152","SEALDAH EXPR","JAMMU TAWI","KOLKATA","Friday"
"13153","GOUR EXPRESS","SEALDAH","MALDA TOWN","Saturday"
"13154","MALDAH TOWN","MALDA TOWN","SEALDAH","Sunday"
"13155","MITHILANCHAL","KOLKATA","SITAMARHI","Monday"
"13156","MITHILANCHAL","SITAMARHI","KOLKATA","Friday"
"13157","TRIHUT EXP","KOLKATA","MUZAFFARPUR JN.","Sunday"
"13158","TRIHUT EXP","MUZAFFARPUR JN.","KOLKATA","Friday"
"13159","KOLKATA-JOGB","KOLKATA","JOGBANI","Tuesday"
"13160","JOGBANI-KOLK","JOGBANI","KOLKATA","Monday"
"13161","KOLKATA-BALU","KOLKATA","BALURGHAT","Monday"
"13162","BLGT-KOLKATA","BALURGHAT","KOLKATA","Monday"
"13163","HATEBAZARE E","SEALDAH","SAHARSA JN.","Thursday"
"13164","HATE BAZARE","SAHARSA JN.","SEALDAH","Tuesday"
"13165","KOLKATA-SITA","KOLKATA","SITAMARHI","Tuesday"
"13166","SITAMARI-KOL","SITAMARHI","KOLKATA","Monday"
"13167","KOAA-AGC WKL","KOLKATA","AGRA CANTT","Wednesday"
"13168","AGC-KOAA WKL","AGRA CANTT","KOLKATA","Thursday"
"13169","HATEBAZARE E","SEALDAH","SAHARSA JN.","Saturday"
"13170","HATEBAZARE E","SAHARSA JN.","SEALDAH","Wednesday"
"13185","GANGA SAGAR","SEALDAH","JAYNAGAR","Monday"
"13186","JYG-SDAH GAN","JAYNAGAR","SEALDAH","Wednesday"
"13187","SDAH-RPH EXP","SEALDAH","RAMPUR HAT","Sunday"
"13188","RPH-SDAH EXP","RAMPUR HAT","SEALDAH","Friday"
"13201","RJPB LTT EXP","RAJENDRANAGAR TERMINAL","LOKMANYA TILAK TERMINUS","Tuesday"
"13202","LTT  RJPB EX","LOKMANYA TILAK TERMINUS","RAJENDRANAGAR TERMINAL","Thursday"
"13205","SHC-DNR JANH","SAHARSA JN.","DANAPUR","Saturday"
"13206","DNR-SHC JANH","DANAPUR","SAHARSA JN.","Friday"
"13225","JYG-RJPB  IN","JAYNAGAR","RAJENDRANAGAR TERMINAL","Friday"
"13226","RJPB-JYG INT","RAJENDRANAGAR TERMINAL","JAYNAGAR","Friday"
"13233","RGD - DNR IN","RAJGIR","DANAPUR","Monday"
"13234","DNR - RGD IN","DANAPUR","RAJGIR","Monday"
"13235","SBG - DNR IN","SAHIBGANJ","DANAPUR","Thursday"
"13236","DNR - SBG IN","DANAPUR","SAHIBGANJ","Thursday"
"13237","PNBE- KOTA","PATNA JN.","KOTA","Tuesday"
"13238","KOTA - PNBE","KOTA","PATNA JN.","Thursday"
"13239","PNBE-KOTA EX","PATNA JN.","KOTA","Tuesday"
"13240","KOTA - PNBE","KOTA","PATNA JN.","Monday"
"13241","BAKA- RJPB(T","BANKA","RAJENDRANAGAR TERMINAL","Tuesday"
"13242","BANKA-RJPB (","RAJENDRANAGAR TERMINAL","BANKA","Monday"
"13243","PNBE-GAYA -B","PATNA JN.","BHABUA ROAD","Friday"
"13244","BBU-GAYA-PNB","BHABUA ROAD","PATNA JN.","Thursday"
"13245","NJP-RJPB CAP","NEW JALPAIGURI JN","RAJENDRANAGAR TERMINAL","Saturday"
"13246","RJPB-NJP CAP","RAJENDRANAGAR TERMINAL","NEW JALPAIGURI JN","Friday"
"13247","KYQ-RJPB CAP","KAMAKHYA JN","RAJENDRANAGAR TERMINAL","Sunday"
"13248","RJPB-KYQ CAP","RAJENDRANAGAR TERMINAL","KAMAKHYA JN","Saturday"
"13249","PNBE-BBU INT","PATNA JN.","BHABUA ROAD","Thursday"
"13250","BBU-PNBE INT","BHABUA ROAD","PATNA JN.","Thursday"
"13257","JAN SADHARAN","DANAPUR","ANAND VIHAR TERMINAL","Wednesday"
"13258","JAN SADHARAN","ANAND VIHAR TERMINAL","DANAPUR","Thursday"
"13287","SOUTH BIHAR","DURG","RAJENDRANAGAR TERMINAL","Sunday"
"13288","SOUTH BIHAR","RAJENDRANAGAR TERMINAL","DURG","Wednesday"
"13301","SUVARNA REKH","DHANBAD JN.","TATANAGAR JN","Saturday"
"13302","SUVARNA REKH","TATANAGAR JN","DHANBAD JN.","Sunday"
"13303","DHN -RNC INT","DHANBAD JN.","RANCHI","Friday"
"13304","RNC-DHN INTE","RANCHI","DHANBAD JN.","Tuesday"
"13305","DHN-GAYA INT","DHANBAD JN.","GAYA JN.","Saturday"
"13306","GAYA-DHN  IN","GAYA JN.","DHANBAD JN.","Tuesday"
"13307","GANGASUTLEJ","DHANBAD JN.","FIROZPUR CANTT JN.","Wednesday"
"13308","GANGASATLUJ","FIROZPUR CANTT JN.","DHANBAD JN.","Friday"
"13319","BDME-RNC EXP","DEOGHAR","RANCHI","Saturday"
"13320","RNC-BDME EXP","RANCHI","DEOGHAR","Sunday"
"13329","GANGA DAMODA","DHANBAD JN.","PATNA JN.","Monday"
"13330","GANGA DAMODA","PATNA JN.","DHANBAD JN.","Tuesday"
"13331","DHN-PNBE INT","DHANBAD JN.","PATNA JN.","Wednesday"
"13332","PNBE-DHN  IN","PATNA JN.","DHANBAD JN.","Tuesday"
"13345","BSB-SGRL INT","VARANASI JN.","SINGRAULI","Monday"
"13346","SGRL-BSB INT","SINGRAULI","VARANASI JN.","Sunday"
"13347","PALAMU EXPRE","BARKAKANA","PATNA JN.","Friday"
"13348","PALAMUEXP","PATNA JN.","BARKAKANA","Friday"
"13351","DHANBAD - AL","DHANBAD JN.","ALLEPPEY","Tuesday"
"13352","ALLEPY-DHANB","ALLEPPEY","DHANBAD JN.","Tuesday"
"13401","INTERCITY","BHAGALPUR","DANAPUR","Sunday"
"13402","INTERCITY  E","DANAPUR","BHAGALPUR","Monday"
"13403","VANANCHAL EX","RANCHI","BHAGALPUR","Friday"
"13404","VANANCHAL EX","BHAGALPUR","RANCHI","Thursday"
"13409","MLDT-JMP INT","MALDA TOWN","JAMALPUR JN.","Wednesday"
"13410","JMP-MLDT INT","JAMALPUR JN.","MALDA TOWN","Monday"
"13413","FARAKKA EXPR","MALDA TOWN","DELHI JN.","Wednesday"
"13414","FARKKA EXPRE","DELHI JN.","MALDA TOWN","Tuesday"
"13415","MLDT-PNBE EX","MALDA TOWN","PATNA JN.","Friday"
"13416","PNBE-MLDT EX","PATNA JN.","MALDA TOWN","Thursday"
"13417","DIGHA-MLDT W","DIGHA FS","MALDA TOWN","Monday"
"13418","MLDT-DIGHA","MALDA TOWN","DIGHA FS","Sunday"
"13419","JANASEWA EXP","BHAGALPUR","MUZAFFARPUR JN.","Thursday"
"13420","JANSEWA EXPR","MUZAFFARPUR JN.","BHAGALPUR","Wednesday"
"13421","NDAE-NFK EXP","NABADWIP DHAM","MALDA TOWN","Tuesday"
"13422","NFK-NDAE EXP","MALDA TOWN","NABADWIP DHAM","Friday"
"13423","BGP-AII WKLY","BHAGALPUR","AJMER JN.","Thursday"
"13424","AII- BGPWKLY","AJMER JN.","BHAGALPUR","Saturday"
"13425","MLDT-ST WEEK","MALDA TOWN","SURAT","Tuesday"
"13426","ST-MLDT WKLY","SURAT","MALDA TOWN","Friday"
"13429","MLDT-ANVT WK","MALDA TOWN","ANAND VIHAR TERMINAL","Tuesday"
"13430","ANVT-MLDT WK","ANAND VIHAR TERMINAL","MALDA TOWN","Saturday"
"13465","MLDT INTERCI","HOWRAH JN.","MALDA TOWN","Monday"
"13466","MLDT INTERCI","MALDA TOWN","HOWRAH JN.","Saturday"
"13483","FARAKKA EXPR","MALDA TOWN","DELHI JN.","Sunday"
"13484","FARAKKA EXPR","DELHI JN.","MALDA TOWN","Sunday"
"13501","HLZ - ASANSO","HALDIA","ASANSOL MAIN","Friday"
"13502","ASN -  HLZ E","ASANSOL MAIN","HALDIA","Saturday"
"13505","DIGHA-ASANSO","DIGHA FS","ASANSOL MAIN","Tuesday"
"13506","DIGHA-ASANSO","ASANSOL MAIN","DIGHA FS","Tuesday"
"13507","ASANSOL-GORA","ASANSOL MAIN","GORAKHPUR JN.","Monday"
"13508","GKP-ASN WKLY","GORAKHPUR JN.","ASANSOL MAIN","Friday"
"13509","ASANSOL-GOND","ASANSOL MAIN","GONDA JN.","Thursday"
"13510","GD-ASN WKLY","GONDA JN.","ASANSOL MAIN","Sunday"
"13511","TATA-ASN TRI","TATANAGAR JN","ASANSOL MAIN","Saturday"
"13512","ASN-TATA TRI","ASANSOL MAIN","TATANAGAR JN","Saturday"
"14001","DLI-ATT LINK","DELHI JN.","ATARI JN","Saturday"
"14002","ATT-DLI LINK","ATARI JN","DELHI JN.","Thursday"
"14003","MLDT-NDLS EX","MALDA TOWN","NEW DELHI","Friday"
"14004","NDLS-MLDT EX","NEW DELHI","MALDA TOWN","Monday"
"14005","LICHCHIVI EX","SITAMARHI","ANAND VIHAR TERMINAL","Tuesday"
"14006","LICHCHIVI EX","ANAND VIHAR TERMINAL","SITAMARHI","Sunday"
"14007","SADBHAWNA EX","RAXAUL JN.","ANAND VIHAR TERMINAL","Saturday"
"14008","SADHBHAWNA E","ANAND VIHAR TERMINAL","RAXAUL JN.","Tuesday"
"14011","DLI-HSX EXPR","DELHI JN.","HOSHIARPUR","Friday"
"14012","HSX-DLI EXPR","HOSHIARPUR","DELHI JN.","Sunday"
"14013","SADBHAWANA E","SULTANPUR JN.","ANAND VIHAR TERMINAL","Tuesday"
"14014","SADBHAWANA E","ANAND VIHAR TERMINAL","SULTANPUR JN.","Saturday"
"14015","SADBHAWANA E","RAXAUL JN.","ANAND VIHAR TERMINAL","Saturday"
"14016","SADHBHAWNA E","ANAND VIHAR TERMINAL","RAXAUL JN.","Thursday"
"14017","SADBHAWANA E","RAXAUL JN.","ANAND VIHAR TERMINAL","Monday"
"14018","SADBHAWANA E","ANAND VIHAR TERMINAL","RAXAUL JN.","Monday"
"14019","AGTL-ANVT SU","AGARTALA","ANAND VIHAR TERMINAL","Saturday"
"14020","ANVT-AGTL SU","ANAND VIHAR TERMINAL","AGARTALA","Thursday"
"14021","DEE SIKR","DELHI-SARAI ROHILLA","SIKAR JN.","Wednesday"
"14022","SIKR DEE","SIKAR JN.","DELHI-SARAI ROHILLA","Friday"
"14033","JAMMU MAIL","DELHI JN.","SHRI MATA VAISHNO DEVI KATRA","Monday"
"14034","JAMMU MAIL","SHRI MATA VAISHNO DEVI KATRA","DELHI JN.","Thursday"
"14035","DLI PTK EXPR","DELHI JN.","PATHANKOT JN.","Saturday"
"14036","PTK DLI EXPR","PATHANKOT JN.","DELHI JN.","Saturday"
"14041","MUSSOORIE EX","DELHI-SARAI ROHILLA","DEHRA DUN","Monday"
"14042","MUSSOORIE EX","DEHRA DUN","DELHI-SARAI ROHILLA","Friday"
"14043","GARHWAL EXPR","KOTDWARA","DELHI JN.","Wednesday"
"14044","GARHWAL EXPR","DELHI JN.","KOTDWARA","Wednesday"
"14055","BRAHMAPUTRA","DIBRUGARH","DELHI JN.","Tuesday"
"14056","BRAHMPUTRA M","DELHI JN.","DIBRUGARH","Monday"
"14085","HARYANA EXPR","TILAK BRIDGE","SIRSA","Saturday"
"14086","HARYANA EXPR","SIRSA","TILAK BRIDGE","Monday"
"14095","HIMALAYAN QU","DELHI-SARAI ROHILLA","KALKA","Thursday"
"14096","HIMALAYAN QU","KALKA","DELHI-SARAI ROHILLA","Monday"
"14101","PRG-CNB EXP","PRAYAG JN.","KANPUR CENTRAL JN.","Monday"
"14102","CNB-PRG EXP","KANPUR CENTRAL JN.","PRAYAG JN.","Friday"
"14109","CTKD-CNB EXP","CHITRAKUTDHAM KARWI","KANPUR CENTRAL JN.","Thursday"
"14110","CNB-CKTD EXP","KANPUR CENTRAL JN.","CHITRAKUTDHAM KARWI","Tuesday"
"14113","ALD-DDN LINK","ALIGARH JN.","DEHRA DUN","Friday"
"14114","DDN - ALD LI","DEHRA DUN","ALIGARH JN.","Wednesday"
"14115","ALD HW EXP","ALLAHABAD JN.","HARIDWAR JN","Wednesday"
"14116","HW ALD EXP","HARIDWAR JN","ALLAHABAD JN.","Friday"
"14117","ALD-BST EXP","ALLAHABAD JN.","BASTI","Wednesday"
"14118","BST-ALD","BASTI","ALLAHABAD JN.","Friday"
"14119","KGM-DDN EXP.","KATHGODAM","DEHRA DUN","Monday"
"14120","DDN-KGM EXP.","DEHRA DUN","KATHGODAM","Friday"
"14123","INTERCITY EX","PARTAPGARH JN.","KANPUR CENTRAL JN.","Sunday"
"14124","KANPUR INTER","KANPUR CENTRAL JN.","PARTAPGARH JN.","Wednesday"
"14125","SARYU EXPRES","ALLAHABAD JN.","MANKAPUR JN.","Thursday"
"14126","SARYU EXPRES","MANKAPUR JN.","ALLAHABAD JN.","Sunday"
"14151","CNB-ANVT-EXP","KANPUR CENTRAL JN.","ANAND VIHAR TERMINAL","Monday"
"14152","ANVT-CNB-EXP","ANAND VIHAR TERMINAL","KANPUR CENTRAL JN.","Tuesday"
"14163","SANGAM EXPRE","ALLAHABAD JN.","MEERUT CITY JN.","Monday"
"14164","SANGAM EXP","MEERUT CITY JN.","ALLAHABAD JN.","Sunday"
"14201","JNU - RBL EX","JAUNPUR JN.","RAE BARELI JN.","Wednesday"
"14202","RBL-JNU","RAE BARELI JN.","JAUNPUR JN.","Friday"
"14203","BSB LKO INTE","VARANASI JN.","LUCKNOW JN.","Monday"
"14204","LKO BSB INTE","LUCKNOW JN.","VARANASI JN.","Thursday"
"14205","FD-DLI EXP","FAIZABAD JN.","DELHI JN.","Sunday"
"14206","DLI-FD EXPRE","DELHI JN.","FAIZABAD JN.","Thursday"
"14207","PADMAVAT EXP","PARTAPGARH JN.","DELHI JN.","Wednesday"
"14208","PADMAVAT EXP","DELHI JN.","PARTAPGARH JN.","Wednesday"
"14209","BDL-LKO INTE","PRAYAG JN.","LUCKNOW JN.","Sunday"
"14210","LKO - BDL IN","LUCKNOW JN.","PRAYAG JN.","Wednesday"
"14211","AGC INTERCIT","AGRA CANTT","NEW DELHI","Wednesday"
"14212","AGC INTERCIT","NEW DELHI","AGRA CANTT","Saturday"
"14213","BSB-GD INTER","VARANASI JN.","GONDA JN.","Sunday"
"14214","BSB-GD INTER","GONDA JN.","VARANASI JN.","Tuesday"
"14215","GANGA GOMTI","ALLAHABAD JN.","LUCKNOW JN.","Friday"
"14216","GANGA GOMTI","LUCKNOW JN.","ALLAHABAD JN.","Monday"
"14217","UNCHAHAR EXP","PRAYAG JN.","CHANDIGARH","Wednesday"
"14218","UNCHAHAR EXP","CHANDIGARH","PRAYAG JN.","Saturday"
"14219","BSB-LKO EXPR","VARANASI JN.","LUCKNOW JN.","Wednesday"
"14220","LKO-BSB EXPR","LUCKNOW JN.","VARANASI JN.","Thursday"
"14221","FD-CPA EXPRE","FAIZABAD JN.","KANPUR ANWARGANJ","Monday"
"14222","CPA-FD EXPRE","KANPUR ANWARGANJ","FAIZABAD JN.","Tuesday"
"14227","VARUNA EXPRE","VARANASI JN.","LUCKNOW JN.","Wednesday"
"14228","VARUNA EXP","LUCKNOW JN.","VARANASI JN.","Tuesday"
"14235","VARANASI-BAR","VARANASI JN.","BAREILLY JN.","Wednesday"
"14236","BERELLY VARA","BAREILLY JN.","VARANASI JN.","Tuesday"
"14257","K V EXP","VARANASI JN.","NEW DELHI","Thursday"
"14258","KASHI V EXPR","NEW DELHI","VARANASI JN.","Saturday"
"14260","LKO-MGS EKAT","LUCKNOW JN.","MUGHAL SARAI JN.","Tuesday"
"14265","BSB DDN EXP","VARANASI JN.","DEHRA DUN","Tuesday"
"14266","DDN BSB EXPR","DEHRA DUN","VARANASI JN.","Tuesday"
"14307","PRG -BE PASS","PRAYAG JN.","BAREILLY JN.","Thursday"
"14308","BE-LKO EXP.","BAREILLY JN.","PRAYAG JN.","Thursday"
"14309","UJJAINI EXPR","UJJAIN JN","DEHRA DUN","Saturday"
"14310","UJJAIYANI EX","DEHRA DUN","UJJAIN JN","Saturday"
"14311","BE -NBVJ EXP","BAREILLY JN.","NEW BHUJ","Friday"
"14312","BE - NBVJ","NEW BHUJ","BAREILLY JN.","Sunday"
"14313","LTT-BE EXPRE","LOKMANYA TILAK TERMINUS","BAREILLY JN.","Tuesday"
"14314","LTT-BE EXPRE","BAREILLY JN.","LOKMANYA TILAK TERMINUS","Saturday"
"14315","INTERCITY EX","BAREILLY JN.","NEW DELHI","Tuesday"
"14316","INTERCITY EX","NEW DELHI","BAREILLY JN.","Tuesday"
"14317","IND DDN EXPR","INDORE BG","DEHRA DUN","Wednesday"
"14318","DEHRADUN IND","DEHRA DUN","INDORE BG","Tuesday"
"14319","IND-BE EXPRE","INDORE BG","BAREILLY JN.","Tuesday"
"14320","BE-IND EXPRE","BAREILLY JN.","INDORE BG","Thursday"
"14321","BE - NBVJ EX","BAREILLY JN.","NEW BHUJ","Monday"
"14322","BE - NBVJ","NEW BHUJ","BAREILLY JN.","Tuesday"
"14323","ROK INTERCIT","NEW DELHI","ROHTAK JN.","Sunday"
"14324","NDLS INTERCI","ROHTAK JN.","NEW DELHI","Monday"
"14369","TRIVENI EXPR","SINGRAULI","BAREILLY JN.","Thursday"
"14370","TRIVENI EXP","BAREILLY JN.","SINGRAULI","Thursday"
"14371","TRIBENI EXPR","BARWADIH JN","CHOPAN","Wednesday"
"14372","CHOPAN BARWA","CHOPAN","BARWADIH JN","Monday"
"14501","BTI-JAT EXPR","BATHINDA JN","JAMMU TAWI","Friday"
"14502","JAT-BTI EXPR","JAMMU TAWI","BATHINDA JN","Sunday"
"14503","KLK-SVDK EXP","KALKA","SHRI MATA VAISHNO DEVI KATRA","Monday"
"14504","SVDK-KLK EXP","SHRI MATA VAISHNO DEVI KATRA","KALKA","Thursday"
"14505","ASR-NLDM EXP","AMRITSAR JN.","NANGAL DAM","Saturday"
"14506","NLDM-ASR EXP","NANGAL DAM","AMRITSAR JN.","Sunday"
"14511","NAUCHANDI EX","ALLAHABAD JN.","SAHARANPUR JN.","Monday"
"14512","NAUCHANDI EX","SAHARANPUR JN.","ALLAHABAD JN.","Sunday"
"14519","KISAN EXPRES","DELHI JN.","BATHINDA JN","Saturday"
"14520","KISAN EXPRES","BATHINDA JN","DELHI JN.","Sunday"
